55000,2005-07-27 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,98,,,LOW ETHERLEY,BISHOP AUCKLAND,TEESDALE,DURHAM,Standard,Addition,54.6548520000,-1.7389880000
67000,2006-12-11 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,108,,,LOW ETHERLEY,BISHOP AUCKLAND,TEESDALE,DURHAM,Standard,Addition,54.6548520000,-1.7389880000
85000,2007-11-30 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,20,,,LOW ETHERLEY,BISHOP AUCKLAND,TEESDALE,DURHAM,Standard,Addition,54.6548520000,-1.7389880000
86000,2009-04-24 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,18,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
136500,2010-10-29 00:00:00Z,DL14 0EU,Semi-Detached,Established,Freehold,34A,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
130000,2011-10-10 00:00:00Z,DL14 0EU,Semi-Detached,Established,Freehold,28,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
88000,2011-03-04 00:00:00Z,DL14 0EU,Semi-Detached,Established,Freehold,26,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
70000,2012-06-29 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,104,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
55000,2013-04-02 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,106,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
78500,2015-11-27 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,100,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
87500,2015-11-26 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,22,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
54147,2015-03-04 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,22,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
305000,2015-05-18 00:00:00Z,DL14 0EU,Detached,Established,Freehold,42,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
64000,2016-03-31 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,14,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
72000,2016-09-23 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,16,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
75000,2017-05-26 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,14,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
60000,2017-11-07 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,102,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
94000,2017-09-08 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,104,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
606250,2018-05-02 00:00:00Z,DL14 0EU,Detached,Established,Freehold,LOW ETHERLEY FARM,THE STABLES,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
63000,2018-09-28 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,98,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
87500,2018-08-08 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,102,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
82000,2018-11-09 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,16,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
89000,2019-01-18 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,22,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
240000,2019-08-30 00:00:00Z,DL14 0JG,Detached,Established,Freehold,18,,,ETHERLEY GRANGE,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6552100000,-1.7341890000
99995,2020-11-27 00:00:00Z,DL14 0EU,Terraced,Established,Freehold,104,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
465000,2022-02-18 00:00:00Z,DL14 0EU,Detached,Established,Freehold,42,,,LOW ETHERLEY,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,Standard,Addition,54.6548520000,-1.7389880000
