800000,1995-03-31 00:00:00Z,SG4 7BN,Detached,Established,Freehold,GRAVELEY HILL COTTAGE,,CHURCH LANE,GRAVELEY,HITCHIN,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9360830000,-0.1874000000
189995,2003-08-29 00:00:00Z,SG1 6DH,Terraced,New Build,Freehold,12,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
195000,2003-03-14 00:00:00Z,SG1 6DJ,Terraced,Established,Freehold,11,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
212500,2003-01-10 00:00:00Z,SG1 3XS,Detached,Established,Freehold,1,,HUMBER COURT,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9321690000,-0.1843090000
138000,2003-02-28 00:00:00Z,SG1 3YN,Semi-Detached,Established,Freehold,12,,RYE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
214995,2003-11-21 00:00:00Z,SG1 6DH,Semi-Detached,New Build,Freehold,4,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
178000,2003-08-22 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,5,,RYE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
194000,2003-03-28 00:00:00Z,SG1 6DN,Terraced,Established,Freehold,28,,CALDER WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
145000,2003-03-28 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,13,,RYE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
183995,2003-11-27 00:00:00Z,SG1 6DH,Terraced,New Build,Freehold,8,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
184995,2003-11-20 00:00:00Z,SG1 6DH,Terraced,New Build,Freehold,16,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
277500,2003-10-31 00:00:00Z,SG1 3XT,Detached,Established,Freehold,12,,ORWELL AVENUE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
201000,2003-03-06 00:00:00Z,SG1 6DJ,Terraced,New Build,Freehold,3,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
143000,2003-12-02 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,2,,RYE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
240000,2003-05-02 00:00:00Z,SG1 3XT,Detached,Established,Freehold,33,,ORWELL AVENUE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
184995,2003-06-27 00:00:00Z,SG1 6DH,Terraced,New Build,Freehold,6,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
232000,2003-01-10 00:00:00Z,SG1 3XT,Detached,Established,Freehold,14,,ORWELL AVENUE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
189995,2003-09-19 00:00:00Z,SG1 6DH,Terraced,New Build,Freehold,20,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
185995,2003-12-19 00:00:00Z,SG1 6DH,Terraced,New Build,Freehold,14,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
186500,2003-08-15 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,28,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
186500,2003-09-26 00:00:00Z,SG1 6DN,Semi-Detached,Established,Freehold,20,,CALDER WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
239995,2003-08-29 00:00:00Z,SG1 6DJ,Detached,New Build,Freehold,1,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
260000,2004-08-09 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,24,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
249950,2004-11-05 00:00:00Z,SG1 6GB,Semi-Detached,New Build,Freehold,204,,MENDIP WAY,GREAT ASHBY,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
215000,2004-03-18 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,21,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
219950,2004-10-29 00:00:00Z,SG1 3XT,Semi-Detached,Established,Freehold,17,,ORWELL AVENUE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
159995,2004-12-10 00:00:00Z,SG1 3XT,Terraced,Established,Freehold,4,,ORWELL AVENUE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
147000,2004-05-28 00:00:00Z,SG1 3XT,Terraced,Established,Freehold,8,,ORWELL AVENUE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
268000,2004-08-06 00:00:00Z,SG1 3XY,Detached,Established,Freehold,7,,RICCAT LANE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9314350000,-0.1833830000
187000,2004-04-01 00:00:00Z,SG1 3XT,Terraced,Established,Freehold,10,,ORWELL AVENUE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
325000,2004-05-24 00:00:00Z,SG1 3XW,Detached,Established,Freehold,5,,KENMARE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9315820000,-0.1847160000
185000,2004-01-30 00:00:00Z,SG1 3XT,Terraced,Established,Freehold,2,,ORWELL AVENUE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
190000,2004-04-30 00:00:00Z,SG1 6DN,Terraced,Established,Freehold,24,,CALDER WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
159995,2004-12-10 00:00:00Z,SG1 3XT,Terraced,Established,Freehold,6,,ORWELL AVENUE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
189350,2004-12-02 00:00:00Z,SG1 3XT,Terraced,Established,Freehold,10,,ORWELL AVENUE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
325000,2004-06-08 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,1,,DOVE ROAD,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
186995,2004-06-25 00:00:00Z,SG1 6DH,Terraced,New Build,Freehold,18,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
162500,2004-12-08 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,15,,RYE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
205000,2004-04-22 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,37,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
189995,2004-07-01 00:00:00Z,SG1 6DH,Terraced,Established,Freehold,10,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
350000,2004-12-17 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,18,,DOVE ROAD,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
282000,2004-12-16 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,10,,DOVE ROAD,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
280000,2004-04-28 00:00:00Z,SG1 3XT,Detached,Established,Freehold,27,,ORWELL AVENUE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
175000,2004-03-26 00:00:00Z,SG1 6DJ,Terraced,Established,Freehold,29,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
165000,2004-02-16 00:00:00Z,SG1 3YN,Semi-Detached,Established,Freehold,6,,RYE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
292500,2004-07-27 00:00:00Z,SG1 3XY,Detached,Established,Freehold,10,,RICCAT LANE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9314350000,-0.1833830000
249950,2004-11-15 00:00:00Z,SG1 6GB,Semi-Detached,New Build,Freehold,196,,MENDIP WAY,GREAT ASHBY,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
195000,2004-02-24 00:00:00Z,SG1 6DN,Terraced,Established,Freehold,10,,CALDER WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
162000,2004-11-19 00:00:00Z,SG1 3XU,Semi-Detached,Established,Freehold,14,,KENNETT WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
190500,2004-12-20 00:00:00Z,SG1 6DN,Terraced,Established,Freehold,8,,CALDER WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
142000,2004-01-26 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,14,,RYE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
152000,2004-04-02 00:00:00Z,SG1 3XU,Terraced,Established,Freehold,8,,KENNETT WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
148500,2004-04-19 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,7,,RYE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
190000,2004-06-30 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,6,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
156000,2005-07-29 00:00:00Z,SG1 6DN,Terraced,Established,Freehold,14,,CALDER WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
185000,2005-09-02 00:00:00Z,SG1 6DH,Terraced,Established,Freehold,16,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
255000,2005-02-11 00:00:00Z,SG1 6DJ,Semi-Detached,Established,Freehold,21,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
205000,2005-06-15 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,4,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
232000,2005-12-16 00:00:00Z,SG1 6DJ,Semi-Detached,Established,Freehold,21,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
349995,2005-09-09 00:00:00Z,SG1 3XZ,Detached,Established,Freehold,2,,AVON DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9319370000,-0.1832470000
307500,2005-06-06 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,3,,DOVE ROAD,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
184000,2005-05-12 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,1,,RYE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
200000,2005-04-22 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,17,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
264950,2005-05-06 00:00:00Z,SG1 6GB,Semi-Detached,New Build,Freehold,198,,MENDIP WAY,GREAT ASHBY,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
160000,2005-07-29 00:00:00Z,SG1 3XU,Semi-Detached,Established,Freehold,14,,KENNETT WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
194000,2005-04-25 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,5,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
185500,2005-09-16 00:00:00Z,SG1 6DH,Terraced,Established,Freehold,8,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
242000,2005-09-09 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,33,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
315000,2005-06-01 00:00:00Z,SG1 3XT,Detached,Established,Freehold,18,,ORWELL AVENUE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
270000,2005-10-28 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,21,,DOVE ROAD,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
157500,2005-10-03 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,15,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
223000,2005-08-26 00:00:00Z,SG1 6DN,Terraced,Established,Freehold,28,,CALDER WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
300000,2005-10-07 00:00:00Z,SG1 3XY,Detached,Established,Freehold,8,,RICCAT LANE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9314350000,-0.1833830000
215000,2005-01-27 00:00:00Z,SG1 3XX,Semi-Detached,Established,Freehold,11,,WENSUM ROAD,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
365000,2005-08-10 00:00:00Z,SG1 3XW,Detached,Established,Freehold,10,,KENMARE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9315820000,-0.1847160000
199950,2005-08-18 00:00:00Z,SG1 6DJ,Terraced,Established,Freehold,31,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
215000,2005-11-25 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,11,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
220000,2005-12-16 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,6,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
262000,2005-10-10 00:00:00Z,SG1 3XY,Detached,Established,Freehold,16,,RICCAT LANE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9314350000,-0.1833830000
259950,2005-04-08 00:00:00Z,SG1 6GB,Semi-Detached,New Build,Freehold,200,,MENDIP WAY,GREAT ASHBY,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
184000,2005-02-09 00:00:00Z,SG1 6GB,Flats/Maisonettes,New Build,Freehold,202,,MENDIP WAY,GREAT ASHBY,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
353000,2005-09-14 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,11,,DOVE ROAD,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
327000,2005-12-14 00:00:00Z,SG1 3XY,Detached,Established,Freehold,15,,RICCAT LANE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9314350000,-0.1833830000
249950,2005-02-04 00:00:00Z,SG1 6GB,Semi-Detached,New Build,Freehold,194,,MENDIP WAY,GREAT ASHBY,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
295000,2006-09-22 00:00:00Z,SG1 3XX,Detached,Established,Freehold,9,,WENSUM ROAD,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
223000,2006-10-06 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,12,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
249995,2006-09-22 00:00:00Z,SG1 6DJ,Semi-Detached,Established,Freehold,19,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
246500,2006-10-13 00:00:00Z,SG1 3XS,Detached,Established,Freehold,6,,HUMBER COURT,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9321690000,-0.1843090000
340000,2006-02-03 00:00:00Z,SG1 3XS,Detached,Established,Freehold,7,,HUMBER COURT,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9321690000,-0.1843090000
193000,2006-04-13 00:00:00Z,SG1 6DH,Terraced,Established,Freehold,12,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
205000,2006-06-16 00:00:00Z,SG1 3XT,Terraced,Established,Freehold,10,,ORWELL AVENUE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
347000,2006-06-23 00:00:00Z,SG1 3XZ,Detached,Established,Freehold,4,,AVON DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9319370000,-0.1832470000
233000,2006-01-27 00:00:00Z,SG1 3XY,Detached,Established,Freehold,2,,RICCAT LANE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9314350000,-0.1833830000
250000,2006-07-26 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,7,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
340000,2006-04-13 00:00:00Z,SG1 3XS,Detached,Established,Freehold,4,,HUMBER COURT,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9321690000,-0.1843090000
360000,2006-07-20 00:00:00Z,SG1 3XW,Detached,Established,Freehold,14,,KENMARE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9315820000,-0.1847160000
239950,2006-04-28 00:00:00Z,SG1 6DF,Detached,Established,Freehold,10,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
167000,2006-06-30 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,38,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
211995,2006-11-09 00:00:00Z,SG1 6DN,Terraced,Established,Freehold,18,,CALDER WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
377500,2006-07-13 00:00:00Z,SG1 3XY,Detached,Established,Freehold,11,,RICCAT LANE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9314350000,-0.1833830000
250000,2006-09-20 00:00:00Z,SG1 3XX,Detached,Established,Freehold,15,,WENSUM ROAD,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
225500,2006-03-31 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,25,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
215000,2006-07-07 00:00:00Z,SG1 3XX,Semi-Detached,Established,Freehold,3,,WENSUM ROAD,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
166000,2006-09-19 00:00:00Z,SG1 3XU,Semi-Detached,Established,Freehold,4,,KENNETT WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
193500,2006-12-14 00:00:00Z,SG1 6DH,Terraced,Established,Freehold,8,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
184000,2006-06-02 00:00:00Z,SG1 6GB,Terraced,Established,Freehold,202,,MENDIP WAY,GREAT ASHBY,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
219400,2006-10-03 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,29,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
196000,2007-06-22 00:00:00Z,SG1 6DJ,Terraced,Established,Freehold,7,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
327000,2007-10-29 00:00:00Z,SG1 3XY,Detached,Established,Freehold,9,,RICCAT LANE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9314350000,-0.1833830000
277500,2007-02-12 00:00:00Z,SG1 3XW,Detached,Established,Freehold,9,,KENMARE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9315820000,-0.1847160000
178000,2007-05-25 00:00:00Z,SG1 6DJ,Terraced,Established,Freehold,5,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
227000,2007-03-02 00:00:00Z,SG1 6DJ,Terraced,Established,Freehold,17,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
249995,2007-04-26 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,44,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
166000,2007-06-25 00:00:00Z,SG1 3XU,Terraced,Established,Freehold,11,,KENNETT WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
225950,2007-07-06 00:00:00Z,SG1 6GB,Terraced,New Build,Freehold,212,,MENDIP WAY,GREAT ASHBY,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
229000,2007-05-04 00:00:00Z,SG1 6DN,Semi-Detached,Established,Freehold,2,,CALDER WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
265000,2007-11-30 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,26,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
222500,2007-07-02 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,37,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
250000,2007-10-31 00:00:00Z,SG1 6GB,Terraced,Established,Freehold,214,,MENDIP WAY,GREAT ASHBY,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
168000,2007-06-25 00:00:00Z,SG1 3XU,Terraced,Established,Freehold,11,,KENNETT WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
225500,2007-06-27 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,41,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
215000,2007-06-29 00:00:00Z,SG1 3YN,Semi-Detached,Established,Freehold,11,,RYE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
255000,2007-06-01 00:00:00Z,SG1 3XS,Detached,Established,Freehold,1,,HUMBER COURT,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9321690000,-0.1843090000
275000,2007-06-27 00:00:00Z,SG1 6GB,Semi-Detached,New Build,Freehold,206,,MENDIP WAY,GREAT ASHBY,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
